Date,Open,High,Low,Close,Volume,Adj Close
2002-03-18,60.60,60.79,58.00,58.05,27932800,5.38521
2002-03-11,57.20,60.40,56.40,60.00,41655600,5.5661
2002-03-04,57.00,58.70,55.20,56.40,39083500,5.23214
2002-02-25,52.65,58.00,52.10,57.99,45307200,5.37964
2002-02-18,49.60,52.20,49.30,51.90,36624000,4.81468
2002-02-13,48.20,50.48,48.20,50.48,31189300,4.68295
2002-02-04,47.71,49.00,47.35,47.56,21121200,4.41207
2002-01-28,47.50,49.00,47.20,48.20,32380100,4.47144
2002-01-21,48.60,49.15,46.30,46.97,20028800,4.35733
2002-01-14,49.44,50.37,47.50,48.93,18589400,4.53916
2002-01-07,51.00,52.80,50.00,50.20,29261400,4.65697
2002-01-02,51.60,52.00,50.60,51.28,28154600,4.75716
2001-12-26,48.90,51.50,48.27,51.15,24614400,4.7451
2001-12-17,47.89,49.49,46.98,48.27,33446400,4.47793
2001-12-10,48.65,49.70,47.00,47.20,31175000,4.37867
2001-12-03,49.00,52.10,48.69,49.88,37349100,4.62729
2001-11-26,49.40,50.07,48.02,49.50,42812100,4.59204
2001-11-19,46.60,50.90,46.00,49.97,41721600,4.63564
2001-11-12,53.20,53.80,45.67,45.80,68896000,4.24879
2001-11-05,52.10,54.40,49.30,54.09,55901400,5.01784
2001-10-29,52.10,53.55,50.30,50.90,30737600,4.72191
2001-10-22,52.40,53.99,51.60,52.70,32344900,4.8889
2001-10-15,55.20,55.30,51.20,52.10,44522800,4.83323
2001-10-08,49.50,53.50,49.45,53.50,21780000,4.96311
2001-10-01,50.79,51.19,48.06,50.25,28197700,4.66161
2001-09-25,51.05,51.80,48.31,51.30,48983200,4.75902
2001-09-17,52.00,56.90,50.00,53.11,48140100,4.92693
2001-09-10,55.30,59.00,48.00,51.00,33845700,4.73119
2001-09-03,54.70,58.35,54.10,55.81,24240000,5.1774
2001-08-27,55.75,57.00,54.30,55.00,21363800,5.10226
2001-08-20,51.79,55.86,51.50,55.86,33891800,5.18204
2001-08-13,53.19,54.70,52.23,52.60,30398000,4.87962
2001-08-06,53.30,53.99,52.50,53.39,24771200,4.95291
2001-07-30,54.00,54.49,51.40,52.92,20970800,4.9093
2001-07-23,53.30,54.79,53.01,53.50,29201900,4.96311
2001-07-16,54.00,54.40,50.00,53.00,67571200,4.91673
2001-07-10,52.80,54.80,52.70,53.80,26220000,4.99094
2001-07-02,53.90,54.00,51.00,52.20,30708000,4.84251
2001-06-25,58.00,58.49,51.90,54.00,28757700,5.00949
2001-06-18,56.80,59.40,55.20,57.20,26774400,5.30635
2001-06-11,57.60,60.15,56.20,56.71,31410400,5.2609
2001-06-04,60.40,62.88,57.20,57.80,29126400,5.36201
2001-05-28,58.03,60.30,56.40,60.25,20579200,5.5893
2001-05-21,57.90,60.50,57.22,57.90,28362200,5.37129
2001-05-14,57.00,58.35,55.00,57.99,21320900,5.37964
2001-05-07,55.20,57.49,53.00,56.50,28068800,5.24142
2001-04-30,53.42,56.30,52.60,55.50,34300800,5.14865
2001-04-23,49.00,54.60,47.50,53.50,40261700,4.96311
2001-04-16,48.59,51.80,47.50,48.30,33982700,4.48071
2001-04-09,51.12,52.30,48.30,49.50,28649600,4.59204
2001-04-02,44.95,50.80,44.60,50.80,31043800,4.71264
2001-03-26,47.50,49.49,45.60,46.97,27848300,4.35733
2001-03-19,51.70,51.79,46.01,48.49,50989400,4.49834
2001-03-12,54.52,57.10,49.20,51.07,50219500,4.73768
2001-03-05,56.60,57.80,56.01,57.10,23112300,5.29708
2001-02-28,58.00,58.00,54.42,56.50,22344500,5.24142
2001-02-19,56.40,56.90,55.00,55.70,26410200,5.1672
2001-02-12,56.00,58.79,55.50,56.41,34664300,5.23307
2001-02-05,53.80,56.25,53.00,56.01,25644800,5.19596
2001-01-29,55.50,55.50,53.30,53.80,29485400,4.99094
2001-01-22,55.00,56.30,53.70,54.35,35296000,5.04196
2001-01-15,51.50,55.49,51.00,55.27,46557400,5.12731
2001-01-08,50.00,51.80,49.10,51.10,38398700,4.74047
2001-01-02,45.80,51.10,45.80,50.00,45127200,4.63842
2000-12-26,45.00,46.00,44.61,45.78,15230900,4.24694
2000-12-18,47.80,47.89,44.50,45.00,42409600,4.17458
2000-12-11,46.50,48.00,44.60,47.29,47414400,4.38702
2000-12-04,47.01,48.70,44.00,45.50,48752000,4.22096
2000-11-27,50.87,50.99,47.00,47.20,35360000,4.37867
2000-11-20,51.00,52.90,50.00,50.51,32390400,4.68573
2000-11-13,50.80,52.60,50.80,52.00,15640300,4.82396
2000-11-06,51.19,52.20,50.00,50.15,36171500,4.65234
2000-10-30,50.71,51.18,50.10,50.10,26549100,4.6477
2000-10-23,47.95,49.37,45.80,49.37,37528300,4.57998
2000-10-16,51.70,51.70,49.50,50.00,54563800,4.63842
2000-10-09,51.90,53.64,51.90,53.64,26235500,4.9761
2000-10-02,52.20,53.00,51.80,51.80,21946200,4.8054
2000-09-25,52.00,53.30,52.00,52.40,36494700,4.86106
2000-09-18,52.99,53.50,51.50,51.50,36577200,4.77757
2000-09-11,57.60,57.60,53.90,54.58,37272300,5.0633
2000-09-04,55.14,56.90,54.81,56.50,21232000,5.24142
2000-08-28,52.90,56.50,52.90,55.50,51486000,5.14865
2000-08-21,50.95,53.50,50.95,53.50,42071000,4.96311
2000-08-14,49.80,53.00,49.80,51.99,51947500,4.82303
2000-08-07,47.56,49.90,45.05,49.90,144298200,4.62914
2000-07-31,46.82,46.82,45.50,46.50,75887300,4.31373
2000-07-24,51.00,51.00,46.20,46.20,42113900,4.2859
2000-07-17,49.50,52.40,49.00,51.50,47246700,4.77757
2000-07-10,53.85,53.85,48.44,49.50,37431000,4.59204
2000-07-03,56.00,57.20,53.65,53.65,32512600,4.97703
2000-06-26,52.50,54.90,52.50,54.50,21622400,5.05588
2000-06-19,0.506,51.51,0.506,51.51,24710638700,4.7785
2000-06-12,0.49904,0.50304,0.49304,0.50304,22856704000,4.66662
2000-06-05,0.4632,0.50208,0.4632,0.502,17231872000,4.65697
2000-05-29,0.424,0.46504,0.41904,0.46504,27901952000,4.3141
2000-05-22,0.42048,0.426,0.41904,0.42008,29609472000,3.89702
2000-05-15,0.432,0.446,0.432,0.43304,20289024000,4.01724
2000-05-08,0.43952,0.43992,0.42448,0.42448,26722304000,3.93783
2000-05-01,0.43008,0.44048,0.43008,0.43904,15903232000,4.0729
2000-04-24,0.40,0.436,0.40,0.43008,30296576000,3.98978
2000-04-17,0.42,0.43304,0.40704,0.408,34798592000,3.78495
2000-04-10,0.484,0.484,0.472,0.472,24192000000,4.37867
2000-04-03,0.468,0.49504,0.46552,0.49504,27137536000,4.59241
2000-03-27,0.50,0.50,0.466,0.472,19702784000,4.37867
2000-03-20,0.45504,0.46512,0.45504,0.46504,21663232000,4.3141
2000-03-13,0.49704,0.49704,0.46504,0.46904,19076608000,4.35121
2000-03-06,0.48304,0.51192,0.48304,0.49704,8935936000,4.61096
2000-02-28,0.46,0.48304,0.46,0.48304,19403776000,4.48109
2000-02-21,0.444,0.46904,0.442,0.46904,26279936000,4.35121
2000-02-14,0.41704,0.45904,0.41704,0.44504,32225280000,4.12857
2000-02-07,0.45,0.46,0.42304,0.42304,22322176000,3.92447
2000-01-31,0.40808,0.44704,0.40808,0.44704,23472128000,4.14712
2000-01-24,0.41304,0.418,0.41304,0.41504,20115456000,3.85026
2000-01-17,0.42704,0.42904,0.416,0.416,23432704000,3.85917
2000-01-10,0.44904,0.44904,0.426,0.432,21978624000,4.0076
2000-01-03,0.47,0.47,0.438,0.44,32450560000,4.08181
